0,35.8131780957964,1.7870516777038574,1589688288.8124537,1589688290.5995054,1.7870516777038574
1,122.11397406194146,0.5241005420684814,1589688291.27945,1589688291.8035505,2.311152219772339
2,122.18245110957872,0.5238068103790283,1589688291.80416,1589688292.327967,2.834959030151367
3,127.83097301094087,0.5006611347198486,1589688292.3286796,1589688292.8293407,3.335620164871216
4,129.01791881788287,0.49605512619018555,1589688292.8300526,1589688293.3261077,3.8316752910614014
5,130.0764199789211,0.492018461227417,1589688293.326808,1589688293.8188264,4.323693752288818
6,117.43749532433885,0.5449707508087158,1589688293.8195062,1589688294.364477,4.868664503097534
7,112.53881363535365,0.568692684173584,1589688294.36543,1589688294.9341228,5.437357187271118
8,116.3802947882475,0.5499212741851807,1589688294.9348702,1589688295.4847915,5.987278461456299
9,113.03992426820106,0.5661716461181641,1589688295.4856343,1589688296.051806,6.553450107574463
